"","Country","Year","Co2_Coal","Co2_Gas","Co2_Oil","Co2Oil_percapita","Co2Gas_percapita","Co2Coal_percapita","Coal_percapita","Oil_percapita","Gas_percapita","Nuclear_percapita","Hydro_percapita","Wind_percapita","Solar_percapita","Oil_Consumption","Gas_Consumption","Coal_Consumption","total_co2","tot_co2pc","total_conspc","total_renewpc"
"146","Brazil",2001,49426704,23185590,241794706,1.3646,0.1308,0.2789,839.681,5929.801,693.368,222.389,4172.04,0.544,0,1050.73611083333,122.861938888889,148.788004444444,314407000,1.7743,7462.85,4394.973
"147","Brazil",2002,48688815,29292858,239219326,1.3324,0.1632,0.2712,802.117,5734.647,808.534,211.306,4369.25,0.932,0,1029.58625166667,145.162519722222,144.010391666667,317200999,1.7668,7345.298,4581.488
"148","Brazil",2003,51933112,30919220,232433668,1.2784,0.1701,0.2856,821.845,5495.467,893.647,200.166,4579.577,0.914,0,999.124576388889,162.47292,149.418728888889,315286000,1.7341,7210.959,4780.657
"149","Brazil",2004,53832656,38215091,239768252,1.303,0.2077,0.2926,851.369,5611.39,1050.102,170.815,4719.411,0.897,0,1032.52860472222,193.224837222222,156.656886944444,331815999,1.8033,7512.861,4891.123
"150","Brazil",2005,50948421,39619381,240221198,1.2906,0.2129,0.2737,811.729,5663.692,1081.365,142.423,4876.866,1.343,0,1054.16513805556,201.271156944444,151.0846025,330789000,1.7772,7556.786,5020.632
"151","Brazil",2006,50837875,42052554,242248571,1.2874,0.2235,0.2702,791.712,5710.387,1125.054,195.38,4954.866,3.367,0,1074.50548583333,211.697816944444,148.973973888889,335139000,1.7811,7627.153,5153.613
"152","Brazil",2007,54989055,43245603,256003342,1.3465,0.2275,0.2892,830.336,5875.373,1146.671,172.535,5225.259,9.26,0,1117.08372722222,218.016364166667,157.871721666667,354238000,1.8632,7852.38,5407.054
"153","Brazil",2008,55315497,51302693,267238809,1.3916,0.2672,0.2881,833.893,6075.488,1336.297,192.02,5080.133,16.262,0,1166.67508777778,256.608854722222,160.132355555556,373856999,1.9469,8245.678,5288.415
"154","Brazil",2009,43586053,40958538,262705409,1.3549,0.2113,0.2248,666.405,5962.902,1066.014,175.319,5290.407,16.751,0,1156.12838861111,206.686138055556,129.207160277778,347250000,1.791,7695.321,5482.477
"155","Brazil",2010,56688185,55048824,286079991,1.4617,0.2813,0.2896,859.406,6442.606,1409.036,193.482,5372.755,28.997,0,1260.90717083333,275.7677925,168.197640833333,397817000,2.0326,8711.048,5595.234
"156","Brazil",2011,62292401,53100582,303885017,1.5385,0.2688,0.3154,909.652,6787.028,1391.461,205.456,5619.877,35.488,0,1340.53878444444,274.834249722222,179.669700555556,419278000,2.1227,9088.141,5860.821
"157","Brazil",2012,61016471,63396560,327733969,1.6445,0.3181,0.3062,892.163,6938.48,1634.655,207.294,5368.246,65.271,0.013,1382.74772388889,325.765332777778,177.796409444444,452147000,2.2688,9465.298,5640.824
"158","Brazil",2013,65604089,74703787,342338124,1.7029,0.3716,0.3263,953.28,7273.845,1909.25,196.756,4979.38,83.745,0.061,1462.30358416667,383.827727777778,191.643494444444,482646000,2.4008,10136.375,5259.942
"159","Brazil",2014,69033897,81285725,356753378,1.7595,0.4009,0.3405,1004.944,7432.725,2005.065,193.017,4687.073,153.252,0.202,1509.28519027778,406.5547425,203.766369722222,507073000,2.5009,10442.734,5033.544
"160","Brazil",2015,69451663,80464761,330358576,1.6157,0.3935,0.3397,1002.474,6914.214,2099.876,182.294,4450.802,267.557,0.729,1414.33621138889,429.365408611111,204.977711388889,480275000,2.3489,10016.564,4901.382
"161","Brazil",2016,63831218,69665669,312939113,1.5179,0.3379,0.3096,898.059,6509.155,1798.961,193.515,4646.386,408.5,1.04,1341.5733525,370.878824444444,185.14636,446436000,2.1654,9206.175,5249.441
"162","Brazil",2017,67321941,70687790,317819665,1.5292,0.3401,0.3239,939.555,6549.189,1810.679,189.324,4461.575,509.701,10.006,1362.49632972222,376.320283611111,195.271415555556,455829396,2.1932,9299.423,5170.606
"163","Brazil",2018,65828104,67417072,305902790,1.4604,0.3218,0.3143,923.414,6222.115,1713.42,185.973,4615.202,575.165,41.07,1311.40856027778,358.907976666667,190.938451666667,439147966,2.0965,8858.949,5417.41
"164","Brazil",2019,62068784,67121321,311676279,1.4768,0.318,0.2941,863.51,6226.181,1696.732,189.66,4684.894,655.083,65.266,1336.15956861111,357.333488055556,180.034312777778,440866384,2.0889,8786.423,5594.903
"184","Canada",2001,126825289,165582744,241582168,7.8232,5.3621,4.107,11975.155,35896.669,27215.76,6806.6,29628.001,29.403,1.75,1140.46315111111,840.422,369.123055555556,533990201,17.2923,75087.584,36465.754
"185","Canada",2002,124207371,172158428,242477145,7.7771,5.5217,3.9838,11933.772,36547.126,28053.947,6595.847,30716.829,35.618,2,1183.05210694444,874.66525,371.271388888889,538842944,17.2826,76534.845,37350.294
"186","Canada",2003,123322189,175183825,258366025,8.2052,5.5635,3.9165,11791.671,37441.603,28513.996,6434.675,29082.985,59.699,1.972,1227.18739916667,897.848,370.3575,556872039,17.6852,77747.27,35579.331
"187","Canada",2004,115671275,171314658,267369784,8.4038,5.3846,3.6357,10965.408,38392.931,27603.283,7637.133,28792.936,80.406,1.214,1280.92086277778,878.19775,349.854166666667,554355717,17.4241,76961.622,36511.689
"188","Canada",2005,116765220,171842495,261124624,8.1185,5.3426,3.6303,10866.039,37641.968,26907.636,7643.783,30270.362,129.794,1.545,1245.55495722222,883.802,348.345,549732339,17.0914,75415.643,38045.484
"189","Canada",2006,114090517,171445385,259315166,7.9699,5.2692,3.5065,10424.329,36760.106,26200.101,7991.942,28990.163,201.106,1.864,1256.57105333333,875.83925,337.433333333333,544851068,16.7456,73384.536,37185.075
"190","Canada",2007,118793126,182848847,266591489,8.0955,5.5525,3.6074,10696.051,37404.857,27604.073,7488.75,29652.767,240.145,2.335,1291.31180416667,933.61125,352.769722222222,568233462,17.2554,75704.981,37383.997
"191","Canada",2008,112632130,184155307,257765870,7.732,5.5239,3.3785,10255.897,36488.764,26797.152,7550.168,29890.054,299.98,2.771,1246.07264888889,932.03225,335.230277777778,554553307,16.6344,73541.813,37742.973
"192","Canada",2009,93378892,177770082,253650501,7.5164,5.2679,2.7671,8093.855,33968.263,25652.29,6955.13,28662.249,516.331,8.497,1213.95156972222,905.26375,280.078333333333,524799475,15.5514,67714.408,36142.207
"193","Canada",2010,96049735,180144652,259870308,7.6102,5.2755,2.8128,8434.574,36051.814,25852.457,6874.07,26829.92,666.134,19.409,1268.73597666667,920.159,286.985277777778,536064695,15.6985,70338.845,34389.533
"194","Canada",2011,87053334,197435403,262233711,7.5924,5.7163,2.5204,7469.324,36530.312,28238.014,6973.159,28190.598,764.45,42.887,1271.22375472222,1011.23825,258.726111111111,546722448,15.8291,72237.65,35971.094
"195","Canada",2012,81577306,198952615,264178570,7.5648,5.6971,2.336,7019.824,35061.33,27836.322,6948.143,28047.556,834.307,64.98,1287.76724361111,998.05275,247.413333333333,544708491,15.5979,69917.476,35894.986
"196","Canada",2013,79248548,205109055,264354670,7.4895,5.811,2.2452,6842.742,34705.821,29539.028,7450.756,28418.13,808.427,108.714,1281.44662,1059.4485,239.327519722222,548712273,15.5457,71087.591,36786.027
"197","Canada",2014,76346519,211549093,257521301,7.2207,5.9317,2.1407,6400.971,34902.277,30729.261,7602.093,27294.539,914.601,151.265,1281.078375,1103.5305,228.565446944444,545416913,15.2931,72032.509,35962.498
"198","Canada",2015,77670226,211835065,258909963,7.1866,5.88,2.1559,6419.715,33699.689,30464.135,7099.155,26837.059,1893.541,203.283,1284.57979305556,1104.53825,228.921505833333,548415254,15.2225,70583.539,36033.038
"199","Canada",2016,72956503,206868546,257009072,7.064,5.6859,2.0052,5971.543,33915.569,29185.728,6962.013,26641.11,2138.099,226.141,1281.01562638889,1064.4345,214.056086666667,536834121,14.7551,69072.84,35967.363
"200","Canada",2017,72208647,212052621,260722873,7.098,5.773,1.9658,5893.602,33621.239,29762.036,6846.54,26855.855,2144.836,243.712,1269.89524583333,1103.056,217.777232222222,544984141,14.8368,69276.877,36090.943
"201","Canada",2018,60252820,226646907,267812024,7.2236,6.1133,1.6252,4874.315,34388.259,31902.75,6705.749,25868.004,2224.703,258.369,1315.0439975,1164.2125,181.330363888889,554711751,14.9621,71165.324,35056.825
"202","Canada",2019,57821220,229266859,270083235,7.2193,6.1283,1.5456,4147.866,33412.07,32159.676,6651.117,25282.895,2261.838,285.589,1327.9799225,1178.44225,176.303375833333,557171314,14.8932,69719.612,34481.439
"222","China",2001,2428857223,67157528,659300870,0.5075,0.0517,1.8696,6647.342,2094.378,212.802,37.116,589.345,1.528,0.066,2720.86759277778,276.457718888889,8635.75475,3155315621,2.4288,8954.522,628.055
"223","China",2002,2778770272,53992704,653086016,0.4995,0.0413,2.1255,7241.71,2247.299,224.986,52.699,603.966,1.756,0.101,2938.00831388889,294.135693333333,9467.45753611111,3485848992,2.6663,9713.995,658.522
"224","China",2003,3319279888,60745456,727098816,0.5528,0.0462,2.5236,8578.297,2487.278,259.824,89.773,587.58,2.065,0.133,3271.52445833333,341.747295833333,11283.0585777778,4107124160,3.1226,11325.399,679.551
"225","China",2004,3835288336,71521280,839092640,0.6342,0.0541,2.8987,9942.891,2887.248,302.203,103.259,723.345,2.614,0.155,3820.07196944444,399.8397,13155.2797027778,4745902256,3.587,13132.342,829.373
"226","China",2005,4424389920,84957168,850172576,0.6389,0.0638,3.3247,11576.041,2920.685,352.991,107.306,802.484,3.934,0.17,3886.77454444444,469.751081944444,15405.1057388889,5359519664,4.0274,14849.717,913.894
"227","China",2006,4905374192,103753488,898533712,0.6713,0.0775,3.6651,12640.677,3119.359,431.735,109.528,870.315,7.413,0.19,4174.97446388889,577.837570833333,16918.3817388889,5907661392,4.4139,16191.771,987.446
"228","China",2007,5289903664,129515072,927351072,0.689,0.0962,3.9301,13687.972,3254.878,528.07,122.61,957.644,10.813,0.225,4381.04254722222,710.778988055556,18423.9129361111,6346769808,4.7153,17470.92,1091.292
"229","China",2008,5729473744,149674400,970117280,0.7167,0.1106,4.2329,13827.101,3301.741,605.311,133.383,1242.21,25.548,0.296,4469.13024444444,819.329058888889,18715.9206222222,6849265424,5.0602,17734.153,1401.437
"230","China",2009,6028500112,164403680,982347712,0.7217,0.1208,4.4289,14403.514,3406.868,662.843,135.012,1186.566,53.224,0.538,4637.32009444444,902.240299722222,19605.6012694444,7175251504,5.2714,18473.225,1375.34
"231","China",2010,6568793552,199585408,1092571824,0.7982,0.1458,4.7989,14859.825,3854.11,795.392,142.372,1355.07,94.098,1.335,5275.54438055556,1088.74054888889,20340.2758888889,7860950784,5.7429,19509.327,1592.875
"232","China",2011,7309786256,245989968,1123858720,0.8165,0.1787,5.3104,16085.619,3971.914,981.934,164.167,1295.349,139.504,4.914,5467.32718888889,1351.62872138889,22141.8053305556,8679634944,6.3056,21039.467,1603.934
"233","China",2012,7464806432,277599296,1176711920,0.8501,0.2005,5.3928,16197.193,4140.441,1089.995,182.953,1605.505,191.757,6.689,5731.21900833333,1508.77582166667,22420.2336722222,8919117648,6.4434,21427.629,1986.904
"234","China",2013,7493454393,320127464,1234621903,0.887,0.23,5.3837,16452.775,4298.439,1234.864,205.096,1673.15,254.324,15.403,5982.91883055556,1718.78542,22900.3191138889,9048203760,6.5007,21986.078,2147.973
"235","China",2014,7425069470,353590788,1263072873,0.9025,0.2527,5.3057,16242.529,4449.964,1345.977,242.257,1927.053,290.529,42.757,6218.29491111111,1883.63135583333,22914.6599416667,9041733131,6.4609,22038.47,2502.596
"236","China",2015,7266978833,366649291,1327577623,0.9437,0.2606,5.1654,15822.148,4719,1383.871,308.169,2004.098,333.727,70.993,6732.65018611111,1946.89528027778,22482.4391805556,8961205747,6.3697,21925.019,2716.987
"237","China",2016,7071406416,402761536,1335304496,0.9443,0.2848,5.0008,15537.064,4814.361,1481.146,379.124,2051.012,428.355,118.316,6961.92588055556,2094.41088833333,22281.4074194444,8809472448,6.2299,21832.571,2976.807
"238","China",2017,7137264119,464452128,1390824562,0.9787,0.3268,5.0226,15496.968,4997.41,1692.012,436.482,2049.697,535.882,207.245,7278.48746111111,2412.51942,22385.4434,8992540809,6.3281,22186.39,3229.306
"239","China",2018,7316399776,519833664,1495472592,1.0475,0.3641,5.1248,15532.701,5171.8,1982.255,513.563,2087.134,636.819,307.964,7517.87459166667,2839.25,22530.4847222222,9331706032,6.5364,22686.756,3545.48
"240","China",2019,7377669993,564602147,1543583521,1.0766,0.3938,5.1456,15823.486,5406.453,2143.516,602.223,2192.792,700.665,386.514,7759.73253888889,3083.76843611111,22719.1632722222,9485855661,6.616,23373.455,3882.194
"431","Germany",2001,376535883,173813082,340234346,4.177,2.1339,4.6227,12214.708,19532.063,10735.908,5803.984,787.428,356.055,2.575,1590.9634,874.481944444444,994.936037777778,890583311,10.9336,42482.679,6950.042
"432","Germany",2002,375801987,173623112,325520494,3.9924,2.1294,4.6091,12229.713,18860.381,10708.634,5543.466,795.72,530.867,5.448,1537.77996194444,873.127777777778,997.148815555556,874945593,10.7309,41798.728,6875.501
"433","Germany",2003,379536855,174872568,320979676,3.9329,2.1427,4.6504,12419.692,18473.77,10828.049,5509.876,591.579,624.66,10.448,1507.717065,883.719722222222,1013.61992666667,875389099,10.726,41721.511,6736.563
"434","Germany",2004,375989519,173357043,311613844,3.8166,2.1233,4.6051,12102.379,18255.534,10878.809,5539.113,666.292,845.762,18.468,1490.490135,888.210555555556,988.1100125,860960406,10.545,41236.722,7069.635
"435","Germany",2005,363237057,173429605,305215296,3.7403,2.1253,4.4513,11585.211,17892.219,11063.456,5374.246,647.359,897.548,42.259,1460.05760194444,902.810491944444,945.387242777778,841881958,10.3169,40540.886,6961.412
"436","Germany",2006,369593624,178395732,304937847,3.7428,2.1897,4.5364,12069.325,17886.37,11293.079,5490.666,656.445,1007.543,72.834,1457.23717722222,920.068965,983.311267222222,852927203,10.4689,41248.774,7227.488
"437","Germany",2007,379384805,174440529,271173463,3.3364,2.1462,4.6678,12405.418,16233.908,10905.321,4592.802,691.826,1297.863,100.494,1319.45855861111,886.361958611111,1008.28672416667,824998797,10.1504,39544.647,6682.985
"438","Germany",2008,356218756,179833964,293273738,3.6177,2.2184,4.3942,11494.449,17258.412,11040.473,4844.628,665.686,1321.212,143.929,1399.06934527778,895.006303055555,931.808231111111,829326458,10.2303,39793.334,6975.455
"439","Germany",2009,317945854,167411633,282104665,3.4871,2.0694,3.9301,10312.647,16561.674,10436.365,4375.631,617.145,1253.293,213.476,1339.83836777778,844.301216388889,834.292436388889,767462152,9.4866,37310.686,6459.545
"440","Germany",2010,343446644,184003635,282158872,3.4909,2.2765,4.2492,11087.544,16796.929,10896.275,4534.137,675.914,1243.471,378.361,1357.64426972222,880.7125,896.172222222222,809609151,10.0166,38780.748,6831.883
"441","Germany",2011,344695751,168410508,271429550,3.357,2.0829,4.2631,11264.369,16242.108,10000.592,3460.519,566.403,1597.936,628.155,1313.27082388889,808.607222222222,910.791111111111,784535809,9.703,37507.069,6253.013
"442","Germany",2012,349766708,168062225,271886956,3.3578,2.0755,4.3196,11560.334,16121.304,10016.934,3163.833,702.685,1643.946,839.151,1305.38928833333,811.100555555556,936.074166666667,789715889,9.7529,37698.572,6349.615
"443","Germany",2013,356836014,170536122,280301565,3.4531,2.1009,4.3959,11868.325,16437.079,10468.18,3068.545,725.361,1663.335,978.061,1334.26239444444,849.743333333333,963.398611111111,807673701,9.9499,38773.584,6435.302
"444","Germany",2014,344848417,152270963,271274475,3.3305,1.8695,4.2338,11367.658,15940.075,9072.448,3034.804,612.001,1827.744,1126.573,1298.31804222222,738.950277777778,925.895,768393855,9.4338,36380.181,6601.122
"445","Germany",2015,341011469,157455433,273468194,3.3436,1.9252,4.1695,11188.289,15852.682,9409.035,2839.054,586.985,2493.791,1197.839,1296.54226333333,769.536111111111,915.055833333333,771935096,9.4383,36450.006,7117.669
"446","Germany",2016,329443014,169467967,278132490,3.3839,2.0618,4.0081,10827.259,16099.956,10327.374,2589.449,628.633,2445.342,1165.641,1323.31872805556,848.8475,889.935,777043471,9.4538,37254.589,6829.065
"447","Germany",2017,310735418,171375878,279511257,3.3815,2.0733,3.7593,10113.121,16357.086,10614.646,2308.441,609.439,3196.699,1191.688,1352.04293611111,877.384722222222,835.929722222222,761622553,9.2141,37084.853,7306.267
"448","Germany",2018,295659712,169548551,264941088,3.1873,2.0397,3.5568,9704.666,15485.678,10328.039,2272.526,537.447,3287.501,1368.928,1286.68261277778,858.507222222222,806.69,730149351,8.7838,35518.383,7466.402
"449","Germany",2019,240003982,173082235,274635559,3.2884,2.0724,2.8737,7663.117,15557.671,10615.434,2225.808,598.688,3735.067,1408.845,1294.73674305556,886.870833333333,624.217777777778,687721776,8.2345,33836.222,7968.408
"526","India",2001,582911931,43568933,316115271,0.2941,0.0405,0.5422,1793.234,1191.203,236.537,48.491,184.898,5.353,0.029,1285.02219111111,254.277485,1926.95318055556,942596135,0.8768,3220.974,238.771
"527","India",2002,599450101,47133696,324587833,0.2969,0.0431,0.5483,1841.605,1248.389,242.88,48.534,171.904,5.229,0.033,1311.63428472222,265.544125,2012.78989861111,971171630,0.8883,3332.874,225.7
"528","India",2003,626781581,49987952,329936696,0.2968,0.045,0.5639,1897.234,1259.992,255.747,44.465,169.846,6.384,0.04,1336.14655972222,284.268985,2107.98359611111,1006706229,0.9057,3412.973,220.735
"529","India",2004,670922109,49584753,347518127,0.3076,0.0439,0.5939,1986.088,1272.85,271.499,50.937,241.162,12.522,0.044,1414.2178,306.691385,2243.52852138889,1068024989,0.9454,3530.437,304.665
"530","India",2005,722496537,50438624,351646194,0.3064,0.044,0.6296,2140.2,1275.909,299.106,41.55,228.342,14.042,0.043,1438.14410083333,343.256375,2456.11335,1124581355,0.98,3715.215,283.977
"531","India",2006,774666367,49442016,368891165,0.3165,0.0424,0.6647,2188.296,1319.959,307.831,40.437,258.28,21.414,0.017,1519.21041305556,358.771875,2550.42613638889,1192999548,1.0236,3816.086,320.148
"532","India",2007,843677275,52695648,391027790,0.3305,0.0445,0.713,2359.324,1397.876,328.009,40.032,275.261,26.227,0.132,1622.90057944444,388.102608333333,2791.54411666667,1287400713,1.088,4085.209,341.652
"533","India",2008,912092836,63046601,412316303,0.3434,0.0525,0.7597,2511.365,1444.285,333.045,33.486,253.207,31.611,0.139,1704.71898416667,399.87666,3020.683525,1387455740,1.1556,4288.695,318.443
"534","India",2009,985348666,112684767,431609933,0.3544,0.0925,0.8092,2682.11,1498.776,403.277,36.229,229.094,35.054,0.162,1793.47678861111,491.080847777778,3267.83300555556,1529643366,1.2561,4584.163,300.539
"535","India",2010,1017375668,134244240,438373461,0.3552,0.1088,0.8243,2736.122,1512.065,477.701,48.76,229.717,41.101,0.239,1832.56947944444,589.616220833333,3378.53306666667,1589993369,1.2883,4725.888,319.817
"536","India",2011,1091464571,136364239,458909201,0.367,0.1091,0.873,2833.622,1562.442,482.176,66.79,272.983,49.646,1.714,1920.21644166667,602.858770833333,3542.89705277778,1686738011,1.3491,4878.24,391.133
"537","India",2012,1247112478,125604798,488554125,0.386,0.0992,0.9853,3031.933,1635.02,440.038,67.437,235.596,55.823,4.271,2036.41749277778,556.990918333333,3837.75754166667,1861271401,1.4705,5106.991,363.127
"538","India",2013,1320664418,110689227,495642138,0.387,0.0864,1.0311,3203.249,1626.627,382.712,66.579,263.818,59.981,6.862,2051.26219805556,490.193018333333,4106.99764444444,1926995783,1.5045,5212.588,397.24
"539","India",2014,1447722853,109467500,511166221,0.3945,0.0845,1.1174,3478.803,1654.925,374.356,68.132,273.026,65.715,9.643,2107.812655,485.0156675,4509.63969444444,2068356574,1.5964,5508.084,416.516
"540","India",2015,1487725704,106870633,554788779,0.4235,0.0816,1.1355,3508.774,1768.346,364.896,73.968,257.354,63.22,12.679,2277.95435527778,478.068375,4598.24625833333,2149385116,1.6406,5642.016,407.221
"541","India",2016,1530270592,113622467,613165557,0.4629,0.0858,1.1553,3535.147,1918.417,383.468,71.954,243.752,82.502,21.941,2498.029175,507.909818611111,4678.42354444444,2257058616,1.704,5837.032,420.149
"542","India",2017,1561223559,118922003,631087430,0.4714,0.0888,1.1662,3622.362,1968.536,401.408,69.872,253.702,98.278,40.235,2571.88737694444,537.355448333333,4844.70811666667,2311232992,1.7264,5992.306,462.087
"543","India",2018,1677771190,126201229,655190293,0.4844,0.0933,1.2404,3810.994,2043.397,429.466,71.753,256.564,110.817,66.756,2688.03539166667,580.899140555556,5163.24900555556,2459162712,1.8181,6283.857,505.89
